ItemID,Sentiment,SentimentText
6011,0,Russian car accidents 2017 I Car Crash Compilation Bed car crash \/ fails: https:\/\/t.co\/tZcJ81ui0W via @YouTube
6012,1,Ruth Rosenwinkel Hurt In Car Crash At Route 37 and Dix-Texico Road in Dix https:\/\/t.co\/rkST9pNRlq
6013,1,S. Koeller Street from the Target store entrance to W. 20th Avenue in Oshkosh is closed due to a crash: https:\/\/t.co\/5nfj4VN59B
6014,1,"SACRAMENTO, CA \u2013 Airbags Deployed in Car Crash on Fulton Avenue at Pope Avenue - https:\/\/t.co\/oGsWorSZEE"
6015,1,"SAN MATEO, CA - Injuries Reported in Two-Car Crash on Highway 101 at Hillsdale Boulevard - https:\/\/t.co\/YHiJD5QoTs"
6016,1,SERENA WAS SOOO ANNOYING SHE SHOUDLVE DIED IN  THE CAR CRASH
6017,0,"SOOOO im currently in level 5 of 11 levels. i truly hate my life. but that's how my friend got me in a car crash. s\u2026 https:\/\/t.co\/G6XwDJS0RJ"",""display_text_range"":[0,140"
6018,0,SOS there may be a spider somewhere in my car \ud83d\ude33\ud83d\ude33 let's pray I don't see it and crash into a ditch or something
6019,1,"Same thing happened to a relative of mine... lost a daughter in a car crash and ended up having two twins, God is g\u2026 https:\/\/t.co\/BX7AtRJUal"",""display_text_range"":[0,140"
6020,0,"Saturday Kitchen fans SLAM \""car crash\"" show amid CATASTROPHIC blunder: \""Absolute shambles!\"" #SaturdayKitchen"
6021,1,Saw 2 accidents today so far. One 3 car crash with one car completely on fire. Another where two cars were completely destroyed off the road
6022,0,Scariest thing ever is seeing a big ass put in the car while you driving . Like do i try to get that shit out &amp; crash or let it eat me \ud83d\ude29\ud83d\ude2d
6023,1,Scary shit when you see a car crash On the A690 Looked like everyone was ok tho!
6024,0,"See how he didn't crash though I would've crashed so much the car wouldn't work anymore on GTA. https:\/\/t.co\/311Rh214RC"",""display_text_range"":[0,95"
6025,1,"See the car chase and crash ending in arrest of suspect in early morning robberies of Tri-City workers.\u2026 https:\/\/t.co\/K7tqpBcwXw"",""display_text_range"":[0,140"
6026,0,Seems government has made the calculation that not turning up to be held accountable looks better than a car crash interview #newsnight
6027,0,Self driving cars are much less likely to crash than ME when I see a driverless car go by.
6028,0,"Self-pity is never a pretty sight. Yet another PR car crash https:\/\/t.co\/OKIOzrBeOv"",""display_text_range"":[0,59"
6029,0,"Selfish, careless car crash disrupting all Max traffic. Hope they pay a big fine for this. https:\/\/t.co\/zBg4Ec3kwu"",""display_text_range"":[0,90"
6030,1,Separate truck-train accident near scene of 3-vehicle crash on Hwy 30 between GI and Chapman\n https:\/\/t.co\/NpzT1oldfa
6031,1,"Serious multi-car crash blocking SR 164 in Enumclaw https:\/\/t.co\/co0Xmkr3Li https:\/\/t.co\/tRYmViGkez"",""display_text_range"":[0,75"
6032,1,"Serious two car crash along HWY 93 north of HWY 72 had traffic backed up. Scene clear now. @ColoradoDOT\u2026 https:\/\/t.co\/XgBjsfOPiU"",""display_text_range"":[0,140"
6033,1,Seriously the man in the car crash in Times Square didn't get charged with muder for killing that 18 years old girl wtf shameful
6034,1,Several Injured Car Crashes  Capital Grille Restaurant \u00ab CBS Pittsburgh https:\/\/t.co\/cNGG6NMf5c\nDriver MAY hav suffered seizure? \nOR SUA?
6035,1,She Survived The Car Crash That Killed Her Father: One Girl's Amazing Journe (pls RT\u21ba\u2764\ufe0f) \ufe0f\ufe0f https:\/\/t.co\/fdvVfhfGfj #6
6036,0,She better say no cause I put a dent in that pussy like a crash the car \ud83d\ude97 skriit\ud83d\ude02
6037,0,Should've stopped after Toronto. This has been a car crash all round for Brooklyn #MayMacWorldTour #MayweatherMcGregor
6038,1,Significant incident declared after #London bus-car crash #London https:\/\/t.co\/34wOgUbWrb
6039,0,"Silly driver in a nail biting car crash iPhone 7 case https:\/\/t.co\/a4keetb7Hg, More Designs"
6040,0,Silver Creek Man Sustains Leg Injury In Car\u00a0Crash
6041,1,Six injured in #Westport car crash https:\/\/t.co\/4PqB64ASz2 via @connpost
6042,0,"Skateboarders, police clash at Dolores Park in San Francisco https:\/\/t.co\/o4JStXfHaE police pushed a skater to crash on there car blocking"
6043,0,"Skydiver seriously hurt after fall in Wildomar, California. #skydive #accident #crash #fall #down #California \nhttps:\/\/t.co\/lysBAsvyq3"
6044,0,"Sleeping on a car crash, I walk quickly away and witness blood wink to me on the horizon"
6045,1,"Slithering horror: Road gets covered in live Eels &amp; their associated slime following car crash in Oregon.  #gross https:\/\/t.co\/00UORayu7V"",""display_text_range"":[0,117"
6046,0,Smh I would crash my mom's car into the garage...fml.
6047,1,"So God killed their sons? I thought the car crash killed their sons \ud83e\udd14 https:\/\/t.co\/75kpi0lSj0"",""display_text_range"":[0,69"
6048,0,So I almost got into a car crash and now I'm shaking like crazy :)
6049,0,So first off my car isn't the greatest but lately she's been real bitchy to me. On Wednesday or so I almost got in a really bad crash
6050,1,So sad  #RipBrandonRogers\n\u2018AGT\u2019 pays tribute to contestant with a \u2018stunning\u2019 voice who died in a car crash 
6051,1,"So we still not home yet.... sigh, after an epic time, I go and crash my car - wet roads , s curves roads with no"
6052,0,So when I crash my car or hit a pedestrian... it's gonna be on the optometry system!
6053,0,So.....I was nearly in a car crash
6054,0,Sometimes I just wanna crash my car lmfao
6055,0,Sometimes I look at myself in the rear view mirror for too long and almost crash my car
6056,0,"Sometimes you KNOW you shouldn't read the replies, but it's like a car crash, you just have to. "
6057,0,Sophia McDonald death: Coventry crash was accident #Coventry 
6058,1,"South African defender Ntuthuko Radebe dies in tragic car crash https:\/\/t.co\/A9i05KHiMa #KimoraGumBody #Maddtonic_NiceNSlowVideo Pan Pizza\"""
6059,1,State Police Investigating Fatal Crash on Mass Pike in Boston: Massachusetts State Police Media Release
6060,1,State police say one person is dead and another is in serious condition after two car crash involving seven passeng
6061,1,Steel Security Barriers That Stop Deadly Car Crash In Times Square Made In Compton - CBS Los Angeles https:\/\/t.co\/ZWH7fSuBdT
6062,0,Steve: But don't tell me that you made a car with triangle wheels and that my bitcoin car is going to crash if I don't change NOW
6063,0,"Stevie Nicol is absolutely clueless about football it's actually funny! He is a car crash on ESPN press pass https:\/\/t.co\/qyaVNjqE5h"",""display_text_range"":[0,108"
6064,0,"Still laughing bc when I text my friend to see if she was at thekla she was like \""nope, just got in a car crash but on my way!\"" \ud83d\ude02priorities."
6065,1,Story: Four Vehicle Crash on Pope's Lane - Woman injured in accident on Thursday evening. https:\/\/t.co\/pZoBQQQegx
6066,1,"Suffolk sheriff's office: 3 in fleeing car arrested after Bay Shore crash https:\/\/t.co\/C1Iqk214WE https:\/\/t.co\/j7nLGJR8Yg"",""display_text_range"":[0,97"
6067,1,"Suspects crash car into Bellevue pot\u00a0shop https:\/\/t.co\/dhsGBrevvm https:\/\/t.co\/jDYjAMuEpC"",""display_text_range"":[0,65"
6068,1,TAXI CRASH: MT&gt; @firstgroup_FRT: N14 E bf N1 heavy delays avoid 1lane open 2 taxis and a car involved. https:\/\/t.co\/O30spexPQD #FMTAXI
6069,1,"TEMECULA, CA \u2013 Injuries Sustained in Multi-Car Crash on 15 Freeway at Rancho California Road - ..."
6070,1,"TERRIBLE ACCIDENT: Asante Kotoko bus crash sees equipment officer killed and many injured. #PrayForKotoko https:\/\/t.co\/kg2aQOcngW"",""display_text_range"":[0,105"
6071,1,"TRAFFIC: 1.Crash with injuries-HWY 63 north of of Bono at Paul\u2019s switch area, Car vs tree.  Police &amp; Rescue dispatched."
6072,1,TRAVEL: Two lanes and the exit slip road of the M1 at J18 for M6 are closed after a crash involving two trucks and a car.
6073,1,TRFD Addr: Madison Rd &amp; High St; Parkman Twp Type: Traffic Crash-I - 2 car accident
6074,1,TV Hwy x Murray Blvd - Car Crash on TV Hwy Westbound lanes. 3 vehicles involved
6075,0,T\u00f4i \u0111\u00e3 th\u00edch video https:\/\/t.co\/OcmnR3cUcW Frozen Elsa Baby Car Toy Crash Joker Atrocity Toy Car Elsa Spiderman Police Accident &amp;
6076,0,Take a peek into my channel here \ud83d\udc40 I crash my PlayStation VR Car (DriverClub VR)\nhttps:\/\/t.co\/KCcy1ZAO3G
6077,1,"Taxi crash N14 east before the N1 heavy delays avoid 1lane open 2 taxis and a car involved @jaca_traffic @GrootFM https:\/\/t.co\/QilaWXHg10"",""display_text_range"":[0,113"
6078,1,"Teacher killed in multi-car crash Thursday in Jeffersonville #Louisville https:\/\/t.co\/fYhiaPbgBP https:\/\/t.co\/f8YZfz5keU"",""display_text_range"":[0,96"
6079,1,Tears Of Joy As Couple Who Lost Their Two Young Sons In Car Crash Welcome Set Of
6080,1,Teen Driver Arrested After Fatal Car-House Crash
6081,1,Teen Killed In Car Crash (pls RT\u21ba\u2764\ufe0f) \ufe0f\ufe0f https:\/\/t.co\/UqjVIyVlQQ
6082,1,Teen Who Took Mother's Car Suspected of DUI in Santa Ana Crash - NBC Southern California: https:\/\/t.co\/4K85XOMDEg
6083,0,Telegraph: Bizarre moment biker leaps onto bonnet of car in 'crash for cash' attempt https:\/\/t.co\/GoeHOKBULK https:\/\/t.co\/JZTrOlIxgs
6084,1,"Tenants Harbor Man Arrested After Fleeing from Crash, Car Fire https:\/\/t.co\/AmL9HuD0zC"
6085,0,Terrible Go Kart Crash Sends Driver Flying\n\nVIDEO: https:\/\/t.co\/nKfxLu0hlj\n\n#gokart #racing #crash #accident #wow
6086,0,Texting and driving: Police release fatal car crash video to warn ... - The Independent #driving #news https:\/\/t.co\/GbWhemQXj1
6087,0,Thank God we didn't lose @wizkidayo to that car crash in 2013.
6088,1,Thank god I still have some Silvadene from my car crash burns because this sunburn is now blistering \ud83d\ude2b\ud83d\ude2b\ud83d\ude2b
6089,1,"Thank goodness there is still good in some of us! Man skips job interview, jumps off bus to rescue car crash victim https:\/\/t.co\/3CwboWHTJN"
6090,0,That 'Fixer Upper' Car Crash Shed Light on Some Major Issues In Waco #BS #StopBlamingOthers https:\/\/t.co\/GR6p7pplus
6091,0,"That EB 417 crash. #otttraffic (4:41) https:\/\/t.co\/LZupaHzSOl"",""display_text_range"":[0,37"
6092,0,That was tragic from start to finish. Nothing authentic about it at all! Irish fans up until 2:15am and it was a car crash #MayMac
6093,0,That's car crash I was in fucked up my face &amp; body so bad I'm so fucking sad
6094,0,That's who you are \nCrash the car \nAnd blame the road
6095,0,That\u2019s who you are\nCrash the car\nAnd blame the road
6096,0,"The AA's copped to credit data blurt, but what about car-crash incident response? | https:\/\/t.co\/P3wgh8QlX1"
6097,0,The Car Crash | Lydia Part 3 https:\/\/t.co\/o73CcMiARg via @YouTube\n#lydia #gameplay #youtube #walkthrough #gaming #games #pc #steam
6098,0,"The HMS Sea Car will never, ever, ever crash, it's too classy"
6099,1,The High Divers talk to The Post and Courier about their recovery from a terrifying car crash and their future... https:\/\/t.co\/nLz4vdFZJY
6100,0,"The Orange Car Crash V\nJohn Salt, Richard Hunt\nDye transfer lithograph"
6101,0,The Telegraph: Bizarre moment biker leaps onto bonnet of car in 'crash for cash' attempt. https:\/\/t.co\/I0d7Lo7nfO
6102,1,The benefit concert for @thehighdivers after their car crash is tonight at @TheRoyalAmerican
6103,0,"The biggest scam is car insurance and no claims bonuses, even if you crash and it's not your fault your renewal still goes up"
6104,1,"The containers flew across the highway causing a five-car crash\n\nThe police and fire department in Oregon, US were"
6105,0,"The crash was so bad all these boys lost their belts. https:\/\/t.co\/PtuemoK4TC"",""display_text_range"":[0,53"
6106,0,"The eels in that Oregon highway crash are hagfish, and when they slime you, you stay slimed, says @SFriedScience. https:\/\/t.co\/WSqLgcMSYZ"
6107,0,The estimated spike in car crash deaths from 2014-2016 it the most dramatic 2-year escalation in 53 yrs. #FatalFacts https:\/\/t.co\/RkjDYiQuV7
6108,0,"The ironic part I knew when I get back I'll crash from exhaustion,\""figuratively. Not get in a car crash and get almost crushed \""literally!\"""
6109,1,The restaurant set to open tomorrow after quickly picking up the pieces of a car crash through its front doors abou\u2026
6110,0,The story about Rowan Atkinson having been killed in a car crash is fake news. Always check a mainstream news site
6111,1,The stretch of road on Brandon Avenue Southwest has reopened after a car crash sent to people to the hospital this morning. @WDBJ7
6112,1,"The victims of yesterday's car crash involving a fire truck were identified as two teenage girls age 15, 16. https:\/\/t.co\/0l1hhoROoM"
6113,1,There was a big crash near Amy's tonight nd my dad just told me he drove by our house to make sure my car was in the drive nd tht I was fine
6114,0,There was almost a car crash by less than a foot and one of the drivers was just holding the horn for like 5 minutes lmao
6115,0,These comments Cool so you survived a car crash? What about all the people who don't? \nGod doesn't have anythin
6116,0,They can try if they want. The Lord won't let you anywhere near me. He'll make your car crash into a street pole &amp; you'll die in my place.
6117,0,They can't just end season 12 like this??????? Where's the reid and derek scene whY DID THEY END WITH A CAR CRASH
6118,0,"They're in a boxing ring, yet it's Mayweather who looks the uncomfortable one. Won't be like that next month but his speech was a car crash."
6119,1,"Think my car accident gave me PTSD , cause when iGot high on otw to work iKept hearing the car crash &amp; feelin where iGot hit with the airbag"
6120,1,This Video Of \u2018America\u2019s Got Talent\u2019 Contestant Who Died In Car Crash After His Amazing Performance Is A Must-See
6121,1,This brought a smile to my face and warmth to my heart.\n\nEx-prisoner uses shirt to rescue man from serious car crash
6122,1,This couple lost their sons in a car crash two years ago - now they've just welcomed twin boys\u2026 https:\/\/t.co\/nI3JrExclA
6123,1,This crash has been cleared and northbound delays have eased.\n https:\/\/t.co\/dR9SO5MDBL
6124,1,"This from @NBCLA car crash in Winnetka. Car crash involved three other cars. The driver of the Dodge Charger was un\u2026 https:\/\/t.co\/Db7eNznln0"",""display_text_range"":[0,140"
6125,0,"This from my twitbots: Watch a car crash spark a spectacular electrical fire https:\/\/t.co\/ApU9GtNaHd"",""display_text_range"":[0,76"
6126,0,This happened after the near car crash thing &amp; I told myself to just go home but I felt I deserved frozen yogurt and then that shit happened
6127,0,This is a car crash \ud83d\ude06
6128,0,This is absolute car crash tv.
6129,0,This is an absolute car crash #McGregorMayweather
6130,0,This is car crash TV so far #MayMacWorldTour
6131,0,This is just a car crash of capitalism right now
6132,0,This is proper car crash tv.
6133,0,"This is so hard to watch..... like a car crash you have to look https:\/\/t.co\/pIyXbUn1cF"",""display_text_range"":[0,63"
6134,0,This is the sixth time this rumour has spread again that Sir #RowanAtkinson AKA Mr. Bean has died in a car crash. \ud83d\ude11\n#fakenews #hoax
6135,1,This man deserves a break! Ex-Prisoner Sacrifices Job Interview To Save Car Crash Victim https:\/\/t.co\/1ER5pgY4gH via @YahooNews
6136,0,"This picture is like a car crash. It\u2019s so horrible that you can\u2019t stop staring at it https:\/\/t.co\/TmdgPDl2S8"",""display_text_range"":[0,84"
6137,0,"This season of ex on the beach is the actual definition of car crash television, utter mind numbing pish"
6138,0,This tweet marks the second car crash of the film and I can honestly say it STILL surprised me way to go power rangers
6139,0,"This whole week has been a car crash, but meh shit happens"
6140,0,"Those people who snapchat while driving, I hope you crash. But not hurt anyone or even yourself just enough so you don't have a car anymore"
6141,1,"Thousands of #piglets stranded in a car crash were saved when this West Virginia community stepped up to help them.\u2026 https:\/\/t.co\/qFDlx5yfsx"",""display_text_range"":[0,140"
6142,1,Three car crash blocking 2 left lanes and left shoulder in #Fulton on I-75 SB at Williams St #ATLTraffic https:\/\/t.co\/bABElTW6T2
6143,1,Three people are trapped after a truck versus car crash in the Auckland suburb of Mt Wellington https:\/\/t.co\/AyrGG4IH7h
6144,1,Three people trapped after truck and car crash in Auckland  https:\/\/t.co\/NTPXTMQx2g
6145,0,Three roadblocks and a near car crash mean I won't be watching #WarOfThePlanetOfTheApes tonight!
6146,1,"Three-car crash in Invercargill https:\/\/t.co\/k0VdEZW6VB https:\/\/t.co\/4yCBeC4Wjx"",""display_text_range"":[0,55"
6147,0,Thursday - Understanding In a Car Crash https:\/\/t.co\/9kd7aRc55H v\u00eda @YouTube
6148,1,"Times Square Crash Kills One, Car Slams into Pedestrians | https:\/\/t.co\/FNZzp2N6rU https:\/\/t.co\/AEOv75JI0f"
6149,0,To be fair!!!! Dysphoria feels like a slow motion car crash sometimes so it's fitting.
6150,0,Today my sister asked me over the phone why I wasn't planning to buy a car as I walked past a car crash outside my apartment. \ud83d\ude43 u tell me.
6151,0,Today was a bit of a car crash!! #arrivealive #prisonmenoway #filming #reconstruction\u2026 https:\/\/t.co\/MD13OkMUUq
6152,1,"Too bad the Lord didn't bother to save their first two sons in that car crash. A shame, that. https:\/\/t.co\/ZHkDOcBAVj"",""display_text_range"":[0,93"
6153,0,"Took my \""I'm gonna crash the car listening to Peripheral Vision\"" joke a little too far today \ud83d\ude05 life is awesome!"
6154,1,"Traffic down to one lane both directions after the car vs motorcycle crash https:\/\/t.co\/Wz74ySwg2C"",""display_text_range"":[0,74"
6155,1,"Traffic in Gtown stop and go on EB Poplar Pike after three car crash before Hacks Cross #memtraffic https:\/\/t.co\/hQof7EZTrM"",""display_text_range"":[0,99"
6156,1,"Traffic on I-55 near Airport Rd is a hot mess, multi car crash NB and a car into the wall going SB #chicagotraffic @WBBMNewsradio"
6157,0,Ttp safety ride!NO AROGAN NO COMPLAINT NO ACCIDENT!Crash wanareja @Lantas_banjar 
6158,1,Turning a life around: Ex-prisoner uses shirt to rescue man from serious car crash h
6159,1,"Twin boys born to couple who lost 2 sons after car crash https:\/\/t.co\/MTo0TixkuN https:\/\/t.co\/lnQsxUkJvZ"",""display_text_range"":[0,80"
6160,1,Two officers injured in NSW car crash #9News https:\/\/t.co\/kDiZP5OfSF
6161,1,Two pedestrians struck in car crash outside Capital Grille https:\/\/t.co\/l1g6w86HHV
6162,1,Two police officers were taken to hospital after they were involved in a car crash at Patonga last night.\n\nA... https:\/\/t.co\/CQQTNcWDNa
6163,1,"Two years after losing their sons in a car crash, the Eddings family share gorgeous news. - Mamamia News https:\/\/t.co\/UJ0bvtKTM6"
6164,1,UPDATE: A McGaheysville man has been charged with reckless driving after a crash that's still causing delays on I-81\nhttps:\/\/t.co\/x0LVOMgaSc
6165,1,"UPDATE: Crash on east O street sends two to hospital. https:\/\/t.co\/m8QQPTAtsN https:\/\/t.co\/zKDXHk0ktM"",""display_text_range"":[0,77"
6166,1,UPDATE: Crews working to free driver of car involved in two-vehicle injury crash at Water Street and Broadway in... https:\/\/t.co\/RAC5p0D2FO
6167,1,"UPDATE: Driver Identified in Fatal Crash on Route 95 in Georgetown: Driver Identified as Narragansett\u2026\u2026 https:\/\/t.co\/zbiPrHcU6y"",""display_text_range"":[0,140"
6168,1,UPDATE: Granger woman dies in #carcrash in St. Joseph County https:\/\/t.co\/T6Iqp5ibD9
6169,1,UPDATE: MPD Motorcycle Officer Injured in Crash on Memorial: Injured in the accident was MPD Officer Matthew Stern.
6170,1,UPDATE: One Dead in I-77 Crash Near Columbia\n\n(Via WLTX 19) https:\/\/t.co\/ou32X2TWzj
6171,1,"UPDATE: Slimy crash in Oregon caused by \""hagfish\"", @MyODFW says. Whatever it was, it sure made a mess:\u2026 https:\/\/t.co\/shx9tE4H6R"",""display_text_range"":[0,140"
6172,1,"UPDATE: Woman injured in motorway crash involving car and lorry https:\/\/t.co\/NHx2cmg2ty https:\/\/t.co\/jxwYs0Z6z5"",""display_text_range"":[0,87"
6173,1,"US veteran kills one in NY Times Square car crash, 22 hurt - Channel NewsAsia https:\/\/t.co\/Ze0YspO2wd"
6174,1,"US: Times Square Car Crash Suspect Pleads Not Guilty https:\/\/t.co\/Of4pRrzfhF https:\/\/t.co\/XlUpq41h6g"",""display_text_range"":[0,76"
6175,0,Uber's in New York just crash into each other and wave it off hahaha mine has bumped into 1 car and had a car run into us wow
6176,0,"Uncertified \""Grey Market\"" Parts For Car Repairs May Undermine Crash Safety via @forbes https:\/\/t.co\/jPIcF5Eayx #greymarket #automotive"
6177,0,Understanding in a Car Crash was a pretty good song #ThursdayThoughts
6178,1,"Update: 2 teens in stolen car lead police on pursuit across 3 San Diego freeways, reaching 115 mph before crash:\u2026 https:\/\/t.co\/rZ9mMjJleX"",""display_text_range"":[0,140"
6179,0,"Update: ANOTHER FAV CHARACTER IS ABOUT TO DIE FROM A CAR CRASH WTF FIRST CAM NOW ADAM UGH https:\/\/t.co\/V3ZJ8RgXZz"",""display_text_range"":[0,89"
6180,0,"Update: hit it. Total car crash. https:\/\/t.co\/Oedr5HAnhh"",""display_text_range"":[0,32"
6181,1,Updated: Felony hit-and-run charge filed against John Giumarra III in fatal January crash https:\/\/t.co\/TKK8u9kEYM via @Bakersfieldcali
6182,0,Use this link to get to the official list of submitted ideas for Car Crash Simulator: https:\/\/t.co\/JMW2Whu2lW
6183,1,"VIDEO: Hit-and-run driver crashes through fence off Mulholland Dr., lands upside down on top of a BMW. https:\/\/t.co\/r3bOmN4sJa"
6184,0,VIDEO: Race car crash in
6185,1,VIDEO: Watch a car crash spark a spectacular electrical fire https:\/\/t.co\/O5jYCv0XpM
6186,1,VW started Wimbledon with some BS case about an accidental car crash. She's potentially going to end it by lifting the Venus Rosewater dish!
6187,1,Venus Williams Breaks Down About Deadly Car Crash After Wimbledon Win #sports https:\/\/t.co\/SktEiSTs1i
6188,0,Very Worst Car Crash Compilation -E 23 https:\/\/t.co\/fLsYjh6ZPy
6189,1,Victim in car-motorcycle crash at 16th and Minnesota has an injury to the left leg.
6190,0,"Video showing the crash site #langleybc https:\/\/t.co\/BHBeG6uVNV"",""display_text_range"":[0,39"
6191,1,Video:  Slimy Eels Cause Four Car Crash #Fortworth https:\/\/t.co\/cbNbZeYXEC
6192,1,"Video: Crash breaks car in half in Melbourne --&gt; https:\/\/t.co\/64sxqE8wSB https:\/\/t.co\/ziORMn8EdU"",""display_text_range"":[0,75"
6193,1,Video: Heroic: Drivers Battle To Save Car Crash Victims From Burning Alive! https:\/\/t.co\/MX4fHNfcFY via @worldstar
6194,1,"Video: Nollywood actress, Dayo Amusa survives car crash along Ibadan-Ijebu Road https:\/\/t.co\/fP1b8dGZPn #SFTOS... https:\/\/t.co\/sazrpEbL1g"
6195,1,"Video: This car crash sparked a spectacular and frightening electrical fire.  https:\/\/t.co\/B18dlIwfSm https:\/\/t.co\/d9dqsvAgZd"",""display_text_range"":[0,101"
6196,0,Villante Vs Cummins is going to be fucking car crash... How many times is each guy going to get rocked in 15 mins. O\/U 27.5? #UFCLongIsland
6197,0,Voted most likely to crash my car because I was staring at dogs
6198,1,WATCH: 'AGT' Contestant's Audition Still Airs After He Dies In Car Crash https:\/\/t.co\/1zmxnq2H6C
6199,0,WATCH: Violent turn of events in Wetaskiwin ends w\/ car crash into side of building @KentMGlobal reports 
6200,0,WE ALMOST HAD A CAR CRASH
6201,1,"WEOTT, CA \u2013 2 Dead, 3 in Critical Condition after Single-Car Crash on Highway 101 near Humboldt Redwoods State Pa..."
6202,1,WEST PYMBLE: Expect delays in both directions on Ryde Rd at Kooyong St due to a truck and car crash.
6203,1,"WINNETKA, CA \u2013 Woman Killed in 3-Car Crash on Roscoe Boulevard near Irondale Avenue - https:\/\/t.co\/sm4TeYqhus"
6204,1,WSP trooper involved in 2-car crash on Key Peninsula https:\/\/t.co\/ptt2sVskgb
6205,0,"Was the car crash an accident or a deliberate attempt on her friends\u2019 lives? HAIR BRAINED #Nook\u2026 https:\/\/t.co\/JwviCeZvA3"",""display_text_range"":[0,140"
6206,0,"Wasn't two full cars lol. Freeman was finna crash your bf. https:\/\/t.co\/mWnDOKsWJx"",""display_text_range"":[0,58"
6207,0,Watch a Slow-Mo Lego Porsche Crash From Every Angle https:\/\/t.co\/c8Ak9V7iII
6208,1,"Watch a car crash spark a spectacular electrical fire - https:\/\/t.co\/KDCbhCwbit via @UnitedStatesTD https:\/\/t.co\/2WNn8YS7WH"",""display_text_range"":[0,99"
6209,0,Watch for signs of injuries after a car crash https:\/\/t.co\/KPwjdkPzW6
6210,1,Watch these guys brave the flames to rescue numerous car crash victims.\nhttps:\/\/t.co\/yCHiUkVnVe
6211,1,"Watch this car crash spark a spectacular electrical fire. Nobody got hurt. https:\/\/t.co\/EzNFRlG59b https:\/\/t.co\/t29WGXRTj1"",""display_text_range"":[0,98"
6212,0,"We are all just \na car crash, \na diagnosis, \nan unexpected phone call, \na newfound love, \na broken heart \naway... https:\/\/t.co\/i21QzSi8jS"
6213,1,We just got in a car crash
6214,0,"We're going to live our lives until we die, probably from a car crash or heart failure, but possibly by vampire."
6215,0,"We're heading towards a regulatory car-crash, but I'm strapped in and eyes forward https:\/\/t.co\/Pzk6JpquQM"",""display_text_range"":[0,82"
6216,1,Weekend hit-and-run crash kills Gwinnett man; Forsyth driver charged https:\/\/t.co\/UnmzKmkQsN
6217,0,Welcome to Road Accidents World. Here you'll find NEW videos of CAR CRASH COMPILATION &amp; BIKE CRASH... https:\/\/t.co\/dXHbWKdaVJ
6218,0,"Well that was a car crash, shit looking like WWE #MayMacPressTour"
6219,0,"Well today was a bit of a car crash!! #ArriveAlive @prisonmenoway https:\/\/t.co\/KaI2tZcZc8"",""display_text_range"":[0,65"
6220,0,"Well, let's try and explain @Nigel_Farage listen carefully #brexit is going to be a car crash you unpatriotic twerp! https:\/\/t.co\/lICrq8DYeq"
6221,1,West Fallowfield Crash Injures Two\n\nTwo drivers are suffering from injuries sustained in a two vehicle accident... https:\/\/t.co\/DjfbtwXqjd
6222,0,"What Should You Do if Trapped in Your Car After a Crash #Industry40 #Hyperledger #Mpgvip #Spdc. [\u2026 https:\/\/t.co\/JEVZY9tk6C"",""display_text_range"":[0,140"
6223,0,"What That \""Fixer Upper\"" Car Crash Says About Waco &amp; Your Favorite HGTV Show "
6224,0,What a total car crash. #MayMacWorldTour
6225,0,"What if states mandated that all persons over 80 had a Guardian Angel-enabled car (certified L5 ADAS by NHTSA, w 5 Star crash too)?"
6226,0,What you gone do? Beat me again? Crash my car?
6227,0,What's it like to crash a race car at high speed &amp; be pulled out of your broken car by the medical response team? https:\/\/t.co\/2eQaBA7Q0f
6228,0,"When I see a pic of you, I almost crash my car.\n\nAnd I don't even drive!"
6229,0,"When Pap scream when the car crash \ud83d\ude02\ud83d\udc80 https:\/\/t.co\/0sPycdjR0M"",""display_text_range"":[0,37"
6230,0,When big Sean starts rapping on a coldplay song and you almost crash your car
6231,0,"When people tell me that I have more chance dying in a car crash than on a plane I get more scared of driving, not less scared of planes"
6232,0,When the FUCK was losing two sons in a car crash a good trade off smh imbeciles.
6233,0,"When you crash your car into a porn set. https:\/\/t.co\/LrsEbQTQub"",""display_text_range"":[0,40"
6234,0,"When you get rammed at a stop light for your 5th car crash, God has destined you to be neither a driver but nor a passenger. Literally ouch."
6235,0,"When you're driving and Nicki Minaj is on all 3 radio stations at the exact same time, there's nothing left to do except crash your car."
6236,1,When your stuck in the medical tent at @LittleMix now we will be so far at the back :( at least we helped save the guy in the car crash!
6237,0,Which song makes you want to crash your car rather than hear it again more?
6238,0,"While McGregor is a racist POS this tweet does well to explain why I can't look away from the car crash sometimes https:\/\/t.co\/QUo2Az2ttu"",""display_text_range"":[0,113"
6239,0,"Who on earth put this compilation together, it's like a prolonged aural car crash - https:\/\/t.co\/vacjbqcIwQ"
6240,1,"Whoever ran my car off the road and made me crash today, just know i have a special set of skills... https:\/\/t.co\/Bje5roZ0Mm"",""display_text_range"":[0,100"
6241,1,Why did they use Ex-prisoner? Why not use good man? \nEx-prisoner uses shirt to rescue man from serious car crash  https:\/\/t.co\/sf77coBjMj
6242,1,Why is this news RT @WGNNews: Twin boys born to couple who lost 2 sons after car crash https:\/\/t.co\/XBdp8fqCf0 https:\/\/t.co\/Cbfk5UvIhT
6243,0,Why isn't there a Ireland leg on the car crash tour #MayweatherMcGregor
6244,1,"Wicked car crash outside my house. They have those signs to slow down for a reason, peeps."
6245,1,Wife of Zimbabwean President Mugabe suffers minor injuries in car crash https:\/\/t.co\/V1Q2lUHDaP
